Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
intricately-crafted-spiritual-decor-ganesha-with-tealight-candle-holder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4395025930.jpg?v=1711932039,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
crafted-peacock-tealight-holder,Crafted Peacock Tealight Holder,"Product Name: Crafted Peacock Tealight Holder
Package Contains: Ithas 1 Tea light Candle Holder
Material: Metal
Length: 6
Breadth: 4
Height: 14
Combo/Set Of: Pack of 1
Additional Information: The peacock, symbolizing beauty and spirituality, graces your mandir or table with its elegance. As the tea lights flicker within, a mesmerizing dance of light and shadow unfolds, creating a serene atmosphere
Weight: 250",Roposo Clout,,"","",true,Title,1,,,,,'7688074671,0.0,shopify,deny,manual,1449.00,,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/7284747071.jpg?v=1711932007,1,"",false,,,,,,,,,,,,,,,kg,,510.00,true,,,true,,,active
crafted-peacock-tealight-holder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5646230743.jpg?v=1711932007,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
crafted-peacock-tealight-holder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5748368055.jpg?v=1711932007,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
crafted-peacock-tealight-holder,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4733368625.jpg?v=1711932007,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
blue-red-krishna-idol-showpiece,Blue & Red Krishna Idol Showpiece,"Product Name: Blue &amp; Red Krishna Idol Showpiece
Package Contains: It has 1 Showpiece
Material: Metal
Length: 25.5
Breadth: 7.5
Height: 13
Combo/Set Of: Pack of 1
Weight: 400",Roposo Clout,Home & Garden > Decor > Home Decor Decals,"","",true,Title,1,,,,,'7146421539,0.0,shopify,deny,manual,1049.00,,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/6228502534.jpg?v=1711931977,1,"",false,,,,,,,,,,,,,,,kg,,421.00,true,,,true,,,active
blue-red-krishna-idol-showpiece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4334103085.jpg?v=1711931977,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
blue-red-krishna-idol-showpiece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/7058631217.jpg?v=1711931977,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
blue-red-krishna-idol-showpiece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5250515444.jpg?v=1711931977,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
blue-red-krishna-idol-showpiece,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4399439099.jpg?v=1711931977,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
premium-car-dashboard-resin-bahubali-hanuman-idol-home-decor-item-hanuman-murti-statue-for-desk-gift,Premium Car Dashboard Resin Bahubali Hanuman Idol Home Decor Item Hanuman Murti Statue for Desk & Gift,"<ul>
<li>Product Name - Premium Car Dashboard Resin Bahubali Hanuman Idol Home Decor Item Hanuman Murti Statue for Desk &amp; Gift </li>
<li> Package Contain - Pack of 1</li>
<li> Material - <span style=""color: rgb(15, 17, 17);"">Marble </span>
</li>
<li><span style=""color: rgb(15, 17, 17);"">Color- Antique</span></li>
<li>Weight - 300 gram</li>
<li><span style=""color: black;"">LBH - 18*10*6</span></li>
</ul><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",Roposo Clout,,"","",true,Title,Default Title,,,,,'5489441546,0.0,,deny,manual,1499.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/7305794173.jpg?v=1711931908,1,"",false,,,,,,,,,,,,,,,kg,,332.00,true,,,true,,,active
premium-car-dashboard-resin-bahubali-hanuman-idol-home-decor-item-hanuman-murti-statue-for-desk-gift,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5211491265.jpg?v=1711931908,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
premium-car-dashboard-resin-bahubali-hanuman-idol-home-decor-item-hanuman-murti-statue-for-desk-gift,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4391762493.jpg?v=1711931909,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
premium-car-dashboard-resin-bahubali-hanuman-idol-home-decor-item-hanuman-murti-statue-for-desk-gift,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5266780004.jpg?v=1711931909,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
premium-car-dashboard-resin-bahubali-hanuman-idol-home-decor-item-hanuman-murti-statue-for-desk-gift,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/6930308720.jpg?v=1711931909,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
ayodhya-ram-lala-murti-3d,Ayodhya Ram lala Murti ( 3D ),"<p>Product Name -Ram Lalla Murti 7 inch  ( 3D )</p><p> Package Contain - Pack of 1</p><p>Size- 6 inch</p><p><span style=""color: rgb(15, 17, 17);"">Occasion- Thanksgiving</span></p><p><span style=""color: black;"">Weight - 200 grm</span></p><p><span style=""color: black;"">Material - Resin Material </span></p><p><span style=""color: black;"">LBH - </span>23*12*18</p><p><span style=""color: black;"">Weight - 672 grm</span></p><p><br></p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'5826406304,0.0,shopify,deny,manual,1499.00,,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5867025114.jpg?v=1711931853,1,"",false,,,,,,,,,,,,,,,kg,,487.00,true,,,true,,,active
ayodhya-ram-lala-murti-3d,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/7616147212.jpg?v=1711931853,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
ayodhya-ram-lala-murti-3d,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/7638588883.jpg?v=1711931853,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
ayodhya-ram-lala-murti-3d,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/4456234251.jpg?v=1711931853,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
ayodhya-ram-lala-murti-3d,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5311400579.jpg?v=1711931853,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
analog-stylish-watch-for-men-with-unique-design-pack-of-2,ANALOG STYLISH WATCH FOR MEN WITH UNIQUE DESIGN (Pack of 2),"<p><span style=""background-color: rgba(255, 192, 203, 0.3);"">Product Name: ANALOG STYLISH WATCH FOR MEN WITH UNIQUE DESIGN Package Contains: It has 2 watch Dial Size: 38 Dial Materials: Brass Strap Materials: Leather Combo/Set Of: Pack of 2 Occasions: Casual Weight: 100</span></p><p><br></p><p><br></p>",My Gifts Tree,Apparel & Accessories,"","",true,Title,Free Size,,,,,'8092674148,0.0,shopify,deny,manual,999.00,,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/8002005194.jpg?v=1711931377,1,"",false,,,,,,,,,,,,,,,kg,,427.00,true,,,true,,,active
analog-stylish-watch-for-men-with-unique-design-pack-of-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/5752363857.jpg?v=1711931377,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
rubby-blossom-red-roses,Rubby Blossom Red Roses,"<p><b>Product Details:</b></p>
<ul>
<li>Red roses: 20</li>
<li>Fillers: Green murraya leaf</li>
<li>White cellophane &amp; black non woven packing sheets</li>
<li>Tied with FNP red satin ribbon</li>
<li>The bouquet is filled with 400-500 ml of water and wrapped tightly with cellophane at the bottom so the bouquet stays fresh for days.</li>
<li>Net Quantity: 1 Bouquet</li>
<li>Dimensions: 18x15 inch</li>
<li>Weight: Approx 2-2.5 kgs</li>
<li>Country of Origin: India</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,949.00,1149.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-ruby-romance-bouquet-110407-m.webp?v=1711912238,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
rubby-blossom-red-roses,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-ruby-romance-bouquet-110407-1.webp?v=1711912238,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
pretty-love-anniversary-gift,Pretty Love Anniversary Gift,"<p>Product Details:</p>
<p>Red roses: 10</p>
<p>Fillers: Green murraya leaf</p>
<p>White cellophane &amp; black non woven packing sheets</p>
<p>Tied with FNP red satin ribbon</p>
<p>The bouquet is filled with 400-500 ml of water and wrapped tightly with cellophane at the bottom so the bouquet stays fresh for days.</p>
<p>Net Quantity: 1 Bouquet</p>
<p>Dimensions: 18x15 inch</p>
<p>Weight: Approx 2-2.5 kgs</p>
<p>Country of Origin: India</p>",My Gifts Tree,,"","Anniversary Hampers, flowers, gift",true,Large,10 Roses,,,,,"",0.0,,deny,manual,599.00,799.00,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-red-rose-bouquet-110406-m.webp?v=1711911790,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-red-rose-bouquet-110406-m.webp?v=1711911790,kg,,,true,,,true,,,active
pretty-love-anniversary-gift,,,,,,,,,20 Roses,,,,,"",0.0,,deny,manual,999.00,1299.00,true,true,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-red-rose-bouquet-110406-1.webp?v=1711911791,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/p-red-rose-bouquet-110406-1.webp?v=1711911791,kg,,,,,,,,,
personalized-bluetooth-led-speaker,Personalized Bluetooth LED Speaker,"<div class=""mobile-gallery_imageSlideWrapper__3skTS"">
<div class=""carousel-root"">
<div class=""carousel carousel-slider"">
<div class=""slider-wrapper axis-horizontal"">
<ul class=""slider animated"">
<li class=""slide"">
<div class=""mobile-gallery_carouselSliderImage__32pl2"" role=""presentation"">Product Details:</div>
</li>
</ul>
<p>One Personalised Bluetooth Multi Colour LED Speaker</p>
<p>Touch Lamp Portable Speaker</p>
<p>Potable Bluetooth 3W Speaker</p>
<p>Built-in 800mAh battery provides about 10 hours working time</p>
<p>Supports Micro SD/TF card &amp; 3.5mm AUX input for outdoor/indoor usage</p>
<p>Warm-white LED table lamp with built-in smart touchable induction</p>
<p>Net Quantity: 1 Unit</p>
<p>Dimensions: 3Watt (4.7x4 inches)</p>
<p>Supports hands-free calling</p>
<p>For personalisation, please provide us with 1 image</p>
</div>
</div>
</div>
</div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1299.00,1699.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-bluetooth-led-speaker-1.webp?v=1711809084,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
personalized-bluetooth-led-speaker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-bluetooth-led-speaker-2.webp?v=1711809084,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-bluetooth-led-speaker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-bluetooth-led-speaker-3.webp?v=1711809083,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-bluetooth-led-speaker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-bluetooth-led-speaker-4.webp?v=1711809083,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-bluetooth-led-speaker,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-bluetooth-led-speaker-7.webp?v=1711809082,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-rotate-mini-lamp,Personalized Rotate Mini Lamp,"<p><b>Your Gift Contains:</b></p>
<ul>
<li>1 Acrylic Lamp (4"" x 4"" x 4"")</li>
<li>1 Rotating Kit in Black Acrylic (4"" x 4"" x 1.75"" )</li>
</ul>
<p>This mini lamp is perfect gift for expressing your never ending love for your special someone! Memories of special moments, days, occasions etc. can be beautifully put on the lamp which rotates. Keep it in your living room or bedroom and always have those moments in front of your eyes. With a switch to control rotation, you can even keep it steady when desired.</p>
<p><b>Please Note:</b></p>
<p>Please send us your high-resolution 5 images 4 images for sides and 1 top with order number at</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1299.00,1499.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalized-rotating-lamp-mini-1.webp?v=1711808863,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
personalized-rotate-mini-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalized-rotating-lamp-mini-2.webp?v=1711808864,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-rotate-mini-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalized-rotating-lamp-mini-3.webp?v=1711808864,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-rotate-mini-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalized-rotating-lamp-mini-5.webp?v=1711808863,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-led-bottle-lamp,Personalized LED Bottle Lamp,"<p>Product Details:</p>
<p> </p>
<p>One Personalised LED Bottle Lamp</p>
<p>Bottle Height- 11 inches</p>
<p>LED Length- 2 metre</p>
<p>Bottle Material- Glass</p>
<p>LED Colour- Warm White</p>
<p>The on/off button for LED lights is placed in the plastic cork</p>
<p>Powered by 3 PCs LR44 Batteries (Batteries Included)</p>
<p>For personalisation, please provide us with 2 images</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,899.00,1099.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-led-bottle-lamp-1.webp?v=1711808713,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
personalized-led-bottle-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-led-bottle-lamp-2.webp?v=1711808714,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
personalized-led-bottle-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/personalised-led-bottle-lamp-3.webp?v=1711808713,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
two-layer-bamboo-in-personalised-mug-han,Two layer Bamboo in personalised mug han...,"<p><b>Product Details:</b></p>
<ul>
<li>Plant Name- Two Layer Bamboo</li>
<li>Plant Type- Bamboo</li>
<li>Plant Placement- Indoors &amp; Outdoors Both</li>
<li>Plant Height- Upto 5 Inches</li>
<li>One Personalised White Color Ceramic Coffee Mug 3X4 In</li>
<li>For personalisation, please provide us with 1 name</li>
</ul>
<p><b>Plants Trivia:</b></p>
<ul>
<li>Origin- Tropical rainforests of South-east Asia and Africa.</li>
<li>Two layers of Lucky Bamboo is known to ring abundance of love and double the luck factor. Set it in a corner of your home or office, and enjoy the good fortune, prosperity and positive energy it has to offer!</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,699.00,849.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-in-personalised-mug-hand-delivery-3.webp?v=1711781907,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
two-layer-bamboo-in-personalised-mug-han,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-in-personalised-mug-hand-delivery-1.webp?v=1711781907,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
two-layer-bamboo-in-personalised-mug-han,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-in-personalised-mug-hand-delivery-4.webp?v=1711781908,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
lucky-bamboo-bombay-sapphire-bottle-plant,Lucky bamboo Bombay sapphire bottle plant,"<p><b>Product Details:</b></p>
<ul>
<li>Plant Name- Two Layer Lucky Bamboo Wheel</li>
<li>Plant Type- Bamboo</li>
<li>Plant Placement- Indoors</li>
<li>Plant Height- Upto 5 inches</li>
<li>Blue Bombay Sapphire Bottle Planter</li>
<li>Planter Dimensions- 27 x 8.5 x 7 inches</li>
<li>Decorative marbles, pebbles and shells come along with the package in a potli</li>
</ul>
<p><b>Lucky Bamboo Trivia:</b></p>
<ul>
<li>Lucky Bamboo was originated in Southeast Asia and has been used for 5,000 years in the practice of Feng Shui.</li>
<li>Two layers of Lucky Bamboo is known to bring abundance of love and double the luck factor. Set it in a corner of your home or office, and enjoy the good fortune, prosperity and positive energy it has to offer!</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,999.00,1099.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/lucky-bamboo-bombay-sapphire-bottle-planter-hand-delivery-5.webp?v=1711778339,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lucky-bamboo-bombay-sapphire-bottle-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/lucky-bamboo-bombay-sapphire-bottle-planter-hand-delivery-6.webp?v=1711778338,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
lucky-bamboo-bombay-sapphire-bottle-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/lucky-bamboo-bombay-sapphire-bottle-planter-hand-delivery-1.webp?v=1711778339,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
lucky-bamboo-bombay-sapphire-bottle-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/lucky-bamboo-bombay-sapphire-bottle-planter-hand-delivery-2.webp?v=1711778339,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
lucky-bamboo-bombay-sapphire-bottle-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/lucky-bamboo-bombay-sapphire-bottle-planter-hand-delivery-4.webp?v=1711778338,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
birthday-bamboo-bliss-duo,Birthday bamboo bliss duo,"<p><b>Product Details:</b></p>
<ul>
<li>Two layer bamboo plant</li>
<li>Bamboo</li>
<li>Plant placement: Indoor &amp; outdoor</li>
<li>Plant height up to 7 Inches</li>
<li>Housed in a cylindrical glass vase: 4X4inch</li>
<li>White pebbles</li>
<li>Happy Birthday topper</li>
</ul>
<p><b>Plant Trivia:</b></p>
<ul>
<li>Origin- Tropical rainforests of Southeast Asia and Africa</li>
<li>The positive effect of the Lucky Bamboo plant differs with the number of Lucky Bamboo stalks! Two-layered Lucky Bamboo is an expression of love and is also said to double your luck..</li>
</ul>",My Gifts Tree,Home & Garden,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,699.00,1049.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/birthday-bamboo-bliss-duo-1.webp?v=1711778153,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
three-layer-bamboo-good-luck-terrarium,Three layer bamboo good luck terrarium,"<p><b>Product Details:</b></p>
<ul>
<li>Plant Name- Three Layer Lucky Bamboo</li>
<li>Plant Placement- Indoors</li>
<li>Plant Size: Plant Height Upto 8 to 10 inches</li>
<li>1 Matki Shape Glass Vase (6 Inches)</li>
<li>
<span> </span>White Color Pebbles</li>
<li>Net Quantity: 1 Set</li>
<li>Weight: Approx 500 gms</li>
<li>Country Of Origin: India</li>
</ul>
<p><b>Bamboo Trivia:</b></p>
<ul>
<li>Origin- Tropical rainforests of South-east Asia and Africa.</li>
<li>Three layers of Lucky Bamboo is said to be one of the most favorite number combinations to have in your home. It brings three kinds of luck to you: Happiness (Fu), Long Life (Soh) and Wealth (Lu).</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,899.00,1199.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/3-layer-lucky-bamboo-plant-with-pot-4_8ee69d44-c6f9-4adf-b3d5-343f3ed3d051.webp?v=1711777995,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
three-layer-bamboo-good-luck-terrarium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/three-layer-bamboo-good-luck-terrarium-2.webp?v=1711777995,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
three-layer-bamboo-good-luck-terrarium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/three-layer-bamboo-good-luck-terrarium-1.webp?v=1711777995,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
three-layer-bamboo-good-luck-terrarium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/three-layer-bamboo-good-luck-terrarium-4.webp?v=1711777996,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
3-layer-lucky-bamboo-plant,3 layer lucky bamboo plant,"",My Gifts Tree,Home & Garden,Lucky Bamboo,"gift, lucky Bamboo",true,Title,Default Title,,,,,"",0.0,,deny,manual,799.00,999.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/3-layer-lucky-bamboo-plant-with-pot-4.webp?v=1711777745,1,"",false,,,,,,,,true,,,,,,,kg,,,true,,,true,,,active
3-layer-lucky-bamboo-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/3-layer-lucky-bamboo-plant-with-pot-2.webp?v=1711777745,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
3-layer-lucky-bamboo-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/3-layer-lucky-bamboo-plant-with-pot-1.webp?v=1711777744,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
two-layer-bamboo-plant-anniversary-gr,Two layer bamboo plant anniversary gr....,"<p><b>Product Details:</b></p>
<ul>
<li>Two Layer Bamboo PLT2LAY002, Square Clear Glass Vase 3X3 Inch_VASSQUAB003</li>
<li>Peach Happy Anniversary Peel off Strip12X2.75</li>
<li>Net Quantity: 1 Set</li>
<li>Size: Plant Height Upto 5 to 7 inches</li>
<li>Weight: Approx 500 gms</li>
<li>Country Of Origin: India</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,349.00,449.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-plant-anniversary-greetings-1.webp?v=1711777421,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
two-layer-bamboo-plant-anniversary-gr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-plant-anniversary-greetings-2.webp?v=1711777422,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
two-layer-bamboo-plant-anniversary-gr,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/two-layer-bamboo-plant-anniversary-greetings-4.webp?v=1711777422,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
bringing-good-lucky-to-layer-bamboo-plant,Bringing good lucky to layer bamboo plant,"<ul>
<li>Plant Name- Bamboo Plant: 1 (Height Up To 8-10 Inches)</li>
<li>Plant Placement- Indoors</li>
<li>Transparent Square Glass Vase: 1 (3x3x3 Inch)</li>
<li>Net Quantity: 1 Unit</li>
<li>Weight: Approx 500 g</li>
<li>Country Of Origin: India</li>
</ul>
<p><b>Lucky Bamboo Trivia:</b></p>
<ul>
<li>Origin- Tropical rainforests of South-east Asia and Africa.</li>
<li>The Positive effect of the Lucky Bamboo plant differs with the number of Lucky Bamboo stalks! Two layered Lucky Bamboo is an expression of love and is also said to double your luck.</li>
</ul>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,549.00,749.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/bringing-good-luck-standard-1.webp?v=1711777233,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bringing-good-lucky-to-layer-bamboo-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/bringing-good-luck-standard-2.webp?v=1711777233,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
bringing-good-lucky-to-layer-bamboo-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/bringing-good-luck-standard-4.webp?v=1711777233,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
