Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
love-signature,Love Signature,"<p>This exquisite bunch of beautiful and exotic 7 Purple Orchids is a go for all occasions. Its beauty will create a long lasting impression on everyone. A perfect bouquet for your friend's wedding or your brother's success party. Also suitable for gifting to your boss on a special occasion as these flowers stand for royalty.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p>- 6 Purple Orchids wrapped in White Signature Sheet</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1049.00,1349.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/17099706106-600x600.jpg?v=1712345604,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
love-signature,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/17099706147-600x600.jpg?v=1712345604,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
love-signature,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/17099706178-600x600.jpg?v=1712345604,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
little-fancier,Little Fancier,"<p>Go a little fancier with your gifts and surprise someone with this Bouquet of 6 Blue Orchids and 12 Pink Roses. Along with the dries and beautiful Pink paper packing, this becomes the perfect present.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 6 Blue Orchids</p>
<p> </p>
<p>- 12 Pink Roses</p>
<p> </p>
<p>- Pink Paper packing</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1249.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/blue-pink-bouquet-600x600.jpg?v=1712345508,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
little-fancier,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/blue-pink-bouquet-600x600-1.jpg?v=1712345508,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
colorful-orchid-blooms,Colorful Orchid Blooms,"<p>Orchids are one of the most royal flowers. Make a loved one's day special with this amazing bunch of 15 Assorted Orchids with dries, wrapped in White paper.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 15 Assorted Orchids (White,Blue,Purple)</p>
<p> </p>
<p>- White paper packing</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1849.00,2249.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/colourful-ribbons1-600x600.jpg?v=1712345334,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
colorful-orchid-blooms,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/colourful-ribbons2-600x600.jpg?v=1712345334,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
bouquet-of-strength,Bouquet Of Strength,"<p>White is peaceful. White is strength. White is Love. Send this Bouquet of 6 White Orchids, wrapped in White paper to express your feelings to someone.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 6 White Orchids</p>
<p> </p>
<p>- White paper</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,899.00,1199.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/bouquet-of-strength-600x600_jpeg.jpg?v=1712345245,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
bouquet-of-strength,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/bouquet-of-strength-2-600x600_jpeg.jpg?v=1712345245,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
breeze-orchid,Breeze Orchid,"<p>A beautiful bunch of 6 handpicked Purple Orchid Stems, for a beauty as delicate as that. A perfect bunch to woo your someone special. The flowers are beautifully arranged in a Pink special Paper with seasonal fillers. So, what are you waiting for, let the romance begin.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 6 Purple Orchids wrapped in special paper</p>",My Gifts Tree,Home & Garden > Plants > Flowers,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,849.00,1199.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/171119454810-600x600.jpg?v=1712345173,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
breeze-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/171119455612-1-600x600.jpg?v=1712345172,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
breeze-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/171119455211-600x600.jpg?v=1712345172,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
asiatic-lilies-with-orchid,Asiatic Lilies with Orchid,"<p>The best of Flowers is here. Gift this bouquet of 4 Blue Orchids, 4 Yellow and Pink Asiatic Lilies, wrapped in Yellow paper to a special person.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 4 Blue Orchids</p>
<p> </p>
<p>- 4 Yellow and Pink Asiatic Lilies</p>
<p> </p>
<p>- Yellow Paper</p>",My Gifts Tree,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1349.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/best-of-flowers-600x600_jpeg.jpg?v=1712345060,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
asiatic-lilies-with-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/best-of-flowers-600x600.jpeg-1.jpg?v=1712345059,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
deluxe-blooms-orchid,Deluxe Blooms Orchid,"<p>Orchids enjoy a special place in the flower kingdom and why wouldn't they. They were Victorians favourites. These royal flowers are bound to make anyone feel important. So, show your gratitude with this floral arrangement of 6 Orchid stems.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 6 (Blue/ Purple) Orchids</p>
<p> </p>
<p>- Premium Golden Glass Vase</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170996927523-600x600.jpg?v=1712344949,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
deluxe-blooms-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170996926420-600x600.jpg?v=1712344950,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
deluxe-blooms-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170996927122-600x600.jpg?v=1712344950,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
fantasy-orchid,Fantasy Orchid,"<p> </p>
<p>It is very heart touching to receive a thoughtful gift from someone. This bouquet of 6 Purple Orchids is the most fascinating choice to go for when you wish to surprise your loved ones. Get these floral lovelies to give an exotic touch to your every gift.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p>- 6 Purple Orchids</p>
<p>- Cellophane Packing</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,899.00,1299.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/15681950821556890881IMG-8296-800x800-600x600.jpg?v=1712344834,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fantasy-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1574685848IMG-5203-600x600.jpg?v=1712344834,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
fantasy-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1574685855IMG-5203_1-600x600.jpg?v=1712344834,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
orchid-with-premium-glass-vase,Orchid with Premium Glass Vase,"<p>Blossoming in Purple, this bunch of Orchids arranged in a glass vase will make feel someone special. Send this cheerful bunch of 5 Blue Orchids to make someone's day special.</p>
<p> </p>
<p> </p>
<p> </p>
<p>Product Contains:</p>
<p> </p>
<p>- 5 Blue Orchids</p>
<p> </p>
<p>- Premium White Glass Vase</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,1199.00,1499.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170997019717-600x600.jpg?v=1712344717,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
orchid-with-premium-glass-vase,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170997020118-600x600.jpg?v=1712344716,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
orchid-with-premium-glass-vase,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170997020419-600x600.jpg?v=1712344716,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
versatile-orchid,Versatile Orchid,"<div class=""pp-description"">
<p>It's time to give your love a magical touch of affection and what could be a better hamper of love than this arrangement of six enticing Purple colored Orchids beautifully wrapped in a paper packing.</p>
<p> </p>
<p>Product Contains:<br>- 6 Purple Orchids<br>- Paper Packing</p>
</div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,"",0.0,,deny,manual,899.00,1099.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/IMG-4345-600x600.jpg?v=1712344632,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
versatile-orchid,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1574682241IMG-8968-600x600.jpg?v=1712344632,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
farrero-pink-teddy,Farrero Pink Teddy,"<div class=""pp-description"" data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span>Ever since childhood, kids have been filled with love for those bedtime stories, teddy bears, and fairytales – where they actually picture their love and hugs with their beautiful teddy bear. So, gifting a cute Beloved Ferrero Teddy will enlighten their tales in the most remarkable way. Get your loved ones this adorable pink fur, cuddly baby with pretty round eyes. It has such a cute, and pleasing expression with Ferrero chocolates is just heart filling.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- 18 inches Pink Teddy Bears with 24 Pc Ferrero Rocher Chocolate</div>
<div class=""check-availablity-block"" data-mce-fragment=""1""></div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00864,0.0,,deny,manual,2999.00,3199.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/162618177616-600x600.jpg?v=1712258693,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
i-love-you-teddy,I Love You Teddy,"<div class=""pp-description"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Welcome the beauty of freshness and green plant in your relationship with this beautiful long-stemmed plant combined with valentine's tag wrapped in pastel sky blue paper. It is elegantly tied with ribbon making it a unique and unforgettable gift for the receiver.</p>
<br data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- 12 Inches Teddy Bear with I Love You Tag</div>
<div class=""check-availablity-block"" data-mce-fragment=""1""></div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,849.00,1049.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1611383498IMG_20-600x600.jpg?v=1712258628,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
brown-teddy-set-adorable,Brown Teddy Set Adorable,"<span data-mce-fragment=""1"">bears is that they are very soft and cuddly. It is the best and the most adorable gift in soft toys. The cuteness is overloaded, and it can cheer up their mood instantly. When they get so many teddies together, it will blow their mind. So, stun them with countless hugs of teddy bears for every time you cannot meet them. Make sure you celebrate special days beautifully, and for that, you have to plan something vast and surprising. Long-distance relationships are challenging, but you can express your feelings most delightfully by sending a different gift.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Product Contains:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Room Full of Teddies ( 6 qty of 12 inches Brown Teddy )</span>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,3399.00,3699.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/162618373725-600x600.jpg?v=1712258569,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
teddy-bear-bouquet,Teddy Bear Bouquet,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Enough of Boredom? Try our all new Bouquet of Teddies. Arranged for her perfect Smile!<br data-mce-fragment=""1""></span><br data-mce-fragment=""1"">Product Contains:</p>
<p data-mce-fragment=""1"">- 6 Little Teddies (6 Inches) arranged as a Bouquet (Pink and Brown) </p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1749.00,1749.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/157935689317-600x600.jpg?v=1712258456,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
teddy-with-roses,Teddy with Roses,"<p data-mce-fragment=""1"">Order this 3 feet teddy bear with fresh red roses for your loved one now!<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- One Teddy Bear (36 Inches Tall) Approx<br data-mce-fragment=""1"">- 10 Red Roses</p>
<p data-mce-fragment=""1""> </p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,3549.00,4589.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/15812646795b-600x600.jpg?v=1712258329,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
teddy-with-roses,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/15812646845-600x600.jpg?v=1712258330,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
mix-twins-bear,Mix Twins Bear,"<p data-mce-fragment=""1"">We present you an adorable duo that are going to send cuddles of love to your dear ones living miles from you. This pair of brown and pink Teddy Bears can be great birthday gift for your little gifts or you can also surprise your girlfriend with these cute bears on Teddy Day. </p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- Set of 2 Teddy Bear (6 inches each)<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Note: Color of the Teddy Bears may vary as per local availability</span></p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,899.00,1199.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/15747505971-600x600.jpg?v=1712258281,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
rest-in-arm-with-roses,Rest In Arm With Roses,"<div class=""pp-description"" data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span>Every girl deserves love, respect, and a Teddy with an Arm Full of Roses. It is the best gift for every woman because whenever she is depressed or feeling sad, she loves to cuddle teddy bears. Trust us, this will change her mood instantly and give her happiness.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- 3 Feet Brown Teddy Bears with 12 Red Roses Bouquet</div>
<div class=""check-availablity-block"" data-mce-fragment=""1""></div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,3999.00,4999.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/162617774621-600x600.jpg?v=1712258193,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
twins-teddy,Twins Teddy,"<div class=""pp-description"" data-mce-fragment=""1"">
<span data-mce-fragment=""1""> </span>Everyone, especially every girl, needs a soft toy, a cuddly thing in their lives. It is a semblance of comfort to hold on to forever and gives a next-level comfort. So, wait no longer, and get this beautiful Beary-Beary Cute Combo and unforgettable gifts for your dear ones.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Product Contains:<br data-mce-fragment=""1"">- 2 Qty of 3 Feet Teddy Bears (Brown)</div>
<div class=""check-availablity-block"" data-mce-fragment=""1""></div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,4999.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/162617884010-600x600.jpg?v=1712258152,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lilies-surprise,Lilies Surprise,"<p data-mce-fragment=""1"">White is a colour that provides you with inner peace. Let someone experience the same by sending this Bouquet to them. It has 8 White Carnations, 8 White Roses and 4 White Asiatic Lilies, wrapped in White Paper packaging.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Product Contains:</p>
<p data-mce-fragment=""1"">- 8 White Carnations</p>
<p data-mce-fragment=""1"">- 8 White Roses </p>
<p data-mce-fragment=""1"">- 4 White Asiatic Lilies</p>
<p data-mce-fragment=""1"">- White Paper </p>
<p data-mce-fragment=""1"">- Green bow</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1349.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/white-surprise-2-600x600.jpg?v=1712257478,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
lilies-surprise,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/white-surprise-600x600.jpg?v=1712257477,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
good-news,Good News,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A bunch of 5 Asiatic Lilies and 8 White Roses is nothing if not versatile. It doesn't matter what the occasion is, there presence will be always appreciated. Make someone's day special with this bunch</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Product Contains:</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 8 White Roses<br data-mce-fragment=""1""></span>- 5 Yellow Asiatic Lilies<br data-mce-fragment=""1"">-  Premium Golden MGT Glass Vase</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1699.00,1899.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170903987023-600x600.jpg?v=1712257335,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
good-news,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170903987424-600x600.jpg?v=1712257335,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
good-news,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170903987725-600x600.jpg?v=1712257335,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
good-news,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/170903988026-600x600.jpg?v=1712257335,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
pink-lilies-love,Pink Lilies Love,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A gorgeous bunch of heart-warming and beautiful fragrant Lilies and Roses is all you need to seduce the senses. A fresh bunch of 5 Asiatic Lilies, 8 Dark Pink Roses and   White Gypsy make this Bunch wonderful.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Product Contains:</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 5 Pink Asiatic Lilies</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 8 Pink Roses</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- White Gypsy</span></p>
<p data-mce-fragment=""1""> </p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'8945745,0.0,,deny,manual,1949.00,2249.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169573647615-600x600.jpg?v=1712257160,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pink-lilies-love,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169573648416-600x600.jpg?v=1712257160,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
pink-lilies-love,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169573649117-600x600.jpg?v=1712257160,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
pink-lilies-love,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169573677612-600x600.jpg?v=1712257160,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
fantastic-lilies,Fantastic Lilies,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">A gorgeous bunch for that special person! Lilies are elegant and express love. So, send them your elegant love bunch of 6 Pink and White Asiatic Lilies as a surprise . This is gorgeous bunch has lovely Lily stems hand-picked and compiled beautifully in symmetry.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Product Contains:</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 6 Pink and White Asiatic Lilies <br data-mce-fragment=""1""></span></p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1299.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/16958959272-600x600.jpg?v=1712257106,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fantastic-lilies,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/16958959313-600x600.jpg?v=1712257106,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
fantastic-lilies,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/16958959344-600x600.jpg?v=1712257106,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
pink-yellow-blooms,Pink Yellow Blooms,"<div class=""pp-description"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Lilies represent an aura of a beautiful lady and are loved as a gift from all. This is a beautiful bouquet of yellow and pink Asiatic Lilies which would be a perfect gift for your best friends, family members, or relatives for any happy occasion. These elegant flowers wrapped with green fillers in an attractive pink &amp; yellow coloured paper packing brings you contentment and joy. It also helps to make your moment a sweet memory.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Product Contains:</p>
<p data-mce-fragment=""1"">- 4 Oriental Lily (Pink and Yellow)</p>
<p data-mce-fragment=""1"">- Paper Packing</p>
</div>
<div class=""check-availablity-block"" data-mce-fragment=""1""></div>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1349.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1542960443GDS_0100-600x600.jpg?v=1712257021,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
pink-yellow-blooms,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1542960446GDS_0108-600x600.jpg?v=1712257021,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
affection-bloom-beauty,Affection Bloom Beauty,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Inspired by the Spectrum of Love, this arrangement, with its hand picked flower that contains 5 Red Carnations, 3 Asiatic Pink Lilies and 6 Pink Roses, is perfect to subtely tell what the heart desires.This floral arrangement is only for the special ones.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Product Contains:</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 5 Red Carnations</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 6 Pink Roses</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- 3 Asiatic Pink Lilies</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">- Basket</span></p>",My Gifts Tree,Home & Garden,lilies,"",true,Title,Default Title,,,,,'52415263,0.0,,deny,manual,1349.00,1649.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169764247410-600x600_40693f2f-69cb-4823-8126-942bbf8dbec5.jpg?v=1712256988,1,"",false,,,,,,,,true,,,,,,,kg,,,true,,,true,,,active
affection-bloom-beauty,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169764248011-600x600_667bf707-7036-4cf3-ae77-f5164531bbc7.jpg?v=1712256988,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
affection-bloom-beauty,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169764249614-600x600_1_c80caa02-16a1-4674-9100-9ca99f14492a.jpg?v=1712256988,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
affection-bloom-beauty,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9332/3429/files/169764249614-600x600_1d80cd81-6972-40f2-b15e-4ac421233988.jpg?v=1712256988,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
ryalties-beauty,Ryalties Beauty,"<p data-mce-fragment=""1"">When the flower of love, rose, and the flower of good fortune, Asiatic lily come together, they form a divine floral arrangement as you can see in this picture. This floral glass vase arrangement consists of twenty red roses and three Asiatic lilies. Therefore, it makes a beautiful token of love for your dear ones to convey your admiration for them on any special occasion</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Product Contains:</p>
<p data-mce-fragment=""1"">- 20 Red Roses and 3 Asiatic Pink Lilies<br data-mce-fragment=""1"">- Glass Vase Arrangement</p>",My Gifts Tree,,"","",true,Title,Default Title,,,,,'00123,0.0,,deny,manual,1399.00,1699.00,true,true,"",https://cdn.shopify.com/s/files/1/0640/9332/3429/files/1570795314IMG_9364-600x600.jpg?v=1712256785,1,"",false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
