SKU,Common Product Id,Name,Description,Sale Price,Sale Price Tax Included,MRP,Purchase Price,Purchase Price Tax Included,Tax,Quantity,Measuring Unit,Brand,Category,Sub Category,Category 1,Sub Category 1,Category 2,Sub Category 2,Barcode,Product Id,Shipping Weight,Min Quantity,Max Quantity,Show Online,HSN,Condition,Gender,Age Group,GTIN,MPN,Material,Pattern,SEO Title,SEO Description,Video Url,Summary,Size,Color,Color_Data,Image1,Image2,Image3,Image4,Image5,Image6
SKU-0003,SSK-0003,"Yellow Blooms Lilies ",,1399.0,true,1699.0,0.0,true,,0.0,,,Flowers,Above 2000,,,,,,,0.0,0.0,0.0,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/SKU-0003_0-1712341281359.jpg,https://storage.googleapis.com/shy-pub/327349/SKU-0003_1-1712341283565.jpg,https://storage.googleapis.com/shy-pub/327349/SKU-0003_2-1712341286398.jpg,,,
SKU-0004,SSK-0004,Money plant in forever with you sounds perf....,,549.0,true,749.0,0.0,true,,0.0,,My Gifts Tree,Cakes,,,,,,,money-plant-in-forever-with-you-sounds-perf,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/money-plant-in-forever-with-you-sounds-perf-1712818656200_SKU-0004_0.webp,https://storage.googleapis.com/shy-pub/327349/money-plant-in-forever-with-you-sounds-perf-1712818658242_SKU-0004_0.webp,,,,
SKU-0005,SSK-0005,Butterscotch With Red Roses Combo,,1199.0,true,1599.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,butterscotch-with-red-roses-combo,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818659285_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818660186_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818661693_SKU-0005_0.jpg,,,
SKU-0006,SSK-0005,Butterscotch With Red Roses Combo,,1699.0,true,1699.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,butterscotch-with-red-roses-combo,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818659285_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818660186_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818661693_SKU-0005_0.jpg,,,
SKU-0007,SSK-0005,Butterscotch With Red Roses Combo,,2199.0,true,2199.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,butterscotch-with-red-roses-combo,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818659285_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818660186_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818661693_SKU-0005_0.jpg,,,
SKU-0008,SSK-0005,Butterscotch With Red Roses Combo,,2699.0,true,2699.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,butterscotch-with-red-roses-combo,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818659285_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818660186_SKU-0005_0.jpg,https://storage.googleapis.com/shy-pub/327349/butterscotch-with-red-roses-combo-1712818661693_SKU-0005_0.jpg,,,
SKU-0009,SSK-0006,Two layer Bamboo in personalised mug han...,,699.0,true,849.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,two-layer-bamboo-in-personalised-mug-han,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/two-layer-bamboo-in-personalised-mug-han-1712818664190_SKU-0009_0.webp,https://storage.googleapis.com/shy-pub/327349/two-layer-bamboo-in-personalised-mug-han-1712818665374_SKU-0009_0.webp,https://storage.googleapis.com/shy-pub/327349/two-layer-bamboo-in-personalised-mug-han-1712818667108_SKU-0009_0.webp,,,
SKU-0010,SSK-0007,Dream Come True,,749.0,true,1099.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,dream-come-true,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/dream-come-true-1712818667934_SKU-0010_0.jpg,,,,,
SKU-0011,SSK-0007,Dream Come True,,1249.0,true,1249.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,dream-come-true,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/dream-come-true-1712818667934_SKU-0010_0.jpg,,,,,
SKU-0012,SSK-0007,Dream Come True,,1849.0,true,1849.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,dream-come-true,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/dream-come-true-1712818667934_SKU-0010_0.jpg,,,,,
SKU-0013,SSK-0007,Dream Come True,,2149.0,true,2149.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,dream-come-true,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/dream-come-true-1712818667934_SKU-0010_0.jpg,,,,,
SKU-0014,SSK-0008,Heartlicious Pine Apple Cake,,749.0,true,999.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,heartlicious-pine-apple-cake,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/heartlicious-pine-apple-cake-1712818669213_SKU-0014_0.jpg,,,,,
SKU-0015,SSK-0008,Heartlicious Pine Apple Cake,,1249.0,true,1549.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,heartlicious-pine-apple-cake,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/heartlicious-pine-apple-cake-1712818669213_SKU-0014_0.jpg,,,,,
SKU-0016,SSK-0008,Heartlicious Pine Apple Cake,,1749.0,true,1999.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,heartlicious-pine-apple-cake,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/heartlicious-pine-apple-cake-1712818669213_SKU-0014_0.jpg,,,,,
SKU-0017,SSK-0008,Heartlicious Pine Apple Cake,,2049.0,true,2249.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,heartlicious-pine-apple-cake,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/heartlicious-pine-apple-cake-1712818669213_SKU-0014_0.jpg,,,,,
SKU-0018,SSK-0009,"Jade, Bamboo, sansevieria, money plant set",,1249.0,true,1449.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,jade-bamboo-sansevieria-money-plant-set,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818670482_SKU-0018_0.webp,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818671668_SKU-0018_0.webp,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818672686_SKU-0018_0.webp,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818673798_SKU-0018_0.webp,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818675244_SKU-0018_0.webp,https://storage.googleapis.com/shy-pub/327349/jade-bamboo-sansevieria-money-plant-set-1712818676380_SKU-0018_0.webp
SKU-0019,SSK-0010,Papa N Son Love Cousin,,1099.0,true,1399.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,loveing-dady-personalized-cushion,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/papa-n-son-love-cousin-1712818677261_SKU-0019_0.webp,https://storage.googleapis.com/shy-pub/327349/papa-n-son-love-cousin-1712818678180_SKU-0019_0.webp,,,,
SKU-0020,SSK-0011,Hello Butteri Scotch,,749.0,true,849.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,hello-butteri-scotch,0.0,,,true,,,,,,,,,,,,,500 Gm,,,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818679252_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680082_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680974_SKU-0020_0.webp,,,
SKU-0021,SSK-0011,Hello Butteri Scotch,,1249.0,true,1449.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,hello-butteri-scotch,0.0,,,true,,,,,,,,,,,,,1 Kg,,,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818679252_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680082_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680974_SKU-0020_0.webp,,,
SKU-0022,SSK-0011,Hello Butteri Scotch,,1749.0,true,2049.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,hello-butteri-scotch,0.0,,,true,,,,,,,,,,,,,1.5 Kg,,,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818679252_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680082_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680974_SKU-0020_0.webp,,,
SKU-0023,SSK-0011,Hello Butteri Scotch,,2149.0,true,2449.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,hello-butteri-scotch,0.0,,,true,,,,,,,,,,,,,2 Kg,,,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818679252_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680082_SKU-0020_0.webp,https://storage.googleapis.com/shy-pub/327349/hello-butteri-scotch-1712818680974_SKU-0020_0.webp,,,
SKU-0024,SSK-0012,Piñata  Love Chocolate Cake,,1199.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,pinata-love-chocolate-cake,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818682471_SKU-0024_0.webp,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818683238_SKU-0024_0.jpg,,,,
SKU-0025,SSK-0012,Piñata  Love Chocolate Cake,,1699.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,pinata-love-chocolate-cake,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818682471_SKU-0024_0.webp,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818683238_SKU-0024_0.jpg,,,,
SKU-0026,SSK-0012,Piñata  Love Chocolate Cake,,1999.0,true,1999.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,pinata-love-chocolate-cake,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818682471_SKU-0024_0.webp,https://storage.googleapis.com/shy-pub/327349/piata-love-chocolate-cake-1712818683238_SKU-0024_0.jpg,,,,
SKU-0027,SSK-0013,TikTik Choco Bomb Cake,,1499.0,true,1699.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,tiktik-choco-bomb-cake,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818684486_SKU-0027_0.jpg,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818685598_SKU-0027_0.jpg,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818686483_SKU-0027_0.jpg,,,
SKU-0028,SSK-0013,TikTik Choco Bomb Cake,,1899.0,true,2249.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,tiktik-choco-bomb-cake,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818684486_SKU-0027_0.jpg,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818685598_SKU-0027_0.jpg,https://storage.googleapis.com/shy-pub/327349/tiktik-choco-bomb-cake-1712818686483_SKU-0027_0.jpg,,,
SKU-0029,SSK-0014,Lovely Plant Pot Bamboo,,649.0,true,899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,beautiful-lucky-bamboo,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/lovely-plant-pot-bamboo-1712818687384_SKU-0029_0.jpg,,,,,
SKU-0030,SSK-0015,Vibrant diyas with Nuts and cookies,,1610.0,true,1610.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,vibrant-diyas-with-nuts-and-cookies,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/vibrant-diyas-with-nuts-and-cookies-1712818688297_SKU-0030_0.jpg,https://storage.googleapis.com/shy-pub/327349/vibrant-diyas-with-nuts-and-cookies-1712818689145_SKU-0030_0.jpg,,,,
SKU-0031,SSK-0016,Colour of Red,,549.0,true,699.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,colour-of-red,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/colour-of-red-1712818690027_SKU-0031_0.jpg,https://storage.googleapis.com/shy-pub/327349/colour-of-red-1712818690704_SKU-0031_0.jpg,,,,
SKU-0032,SSK-0017,Sunshine Pineapple Cake,,549.0,true,849.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,sunshine-pineapple-cake,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818691639_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818693024_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818694104_SKU-0032_0.webp,,,
SKU-0033,SSK-0017,Sunshine Pineapple Cake,,999.0,true,1299.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,sunshine-pineapple-cake,0.0,,,true,,,,,,,,,,,,,1 KG,,,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818691639_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818693024_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818694104_SKU-0032_0.webp,,,
SKU-0034,SSK-0017,Sunshine Pineapple Cake,,1499.0,true,1699.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,sunshine-pineapple-cake,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818691639_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818693024_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818694104_SKU-0032_0.webp,,,
SKU-0035,SSK-0017,Sunshine Pineapple Cake,,1849.0,true,2049.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,sunshine-pineapple-cake,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818691639_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818693024_SKU-0032_0.webp,https://storage.googleapis.com/shy-pub/327349/sunshine-pineapple-cake-1712818694104_SKU-0032_0.webp,,,
SKU-0036,SSK-0018,Rose Light Up Flower,,999.0,true,999.0,0.0,true,,0.0,,Roposo Clout,,,,,,,,rose-light-up-flower,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/rose-light-up-flower-1712818695330_SKU-0036_0.jpg,https://storage.googleapis.com/shy-pub/327349/rose-light-up-flower-1712818697972_SKU-0036_0.jpg,https://storage.googleapis.com/shy-pub/327349/rose-light-up-flower-1712818698950_SKU-0036_0.jpg,https://storage.googleapis.com/shy-pub/327349/rose-light-up-flower-1712818700053_SKU-0036_0.jpg,,
SKU-0037,SSK-0019,Blooming Love Affection,,2399.0,true,2699.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,blooming-love-affection,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/blooming-love-affection-1712818701265_SKU-0037_0.jpg,https://storage.googleapis.com/shy-pub/327349/blooming-love-affection-1712818702651_SKU-0037_0.jpg,,,,
SKU-0038,SSK-0020,Red Valvet Pinata Caker,,999.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,red-valvet-pinata-caker,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/red-valvet-pinata-caker-1712818704036_SKU-0038_0.jpg,,,,,
SKU-0039,SSK-0020,Red Valvet Pinata Caker,,1499.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,red-valvet-pinata-caker,0.0,,,true,,,,,,,,,,,,,1KG,,,https://storage.googleapis.com/shy-pub/327349/red-valvet-pinata-caker-1712818704036_SKU-0038_0.jpg,,,,,
SKU-0040,SSK-0020,Red Valvet Pinata Caker,,1899.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,red-valvet-pinata-caker,0.0,,,true,,,,,,,,,,,,,1.5KG,,,https://storage.googleapis.com/shy-pub/327349/red-valvet-pinata-caker-1712818704036_SKU-0038_0.jpg,,,,,
SKU-0041,SSK-0020,Red Valvet Pinata Caker,,2499.0,true,2499.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,red-valvet-pinata-caker,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/red-valvet-pinata-caker-1712818704036_SKU-0038_0.jpg,,,,,
SKU-0042,SSK-0021,8 Pack Personalized Photos Frame,,1299.0,true,1599.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,8-pack-personalized-photos-frame,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/8-pack-personalized-photos-frame-1712818705791_SKU-0042_0.webp,,,,,
SKU-0043,SSK-0022,3 layer lucky bamboo plant,,799.0,true,999.0,0.0,true,,0.0,,My Gifts Tree,,,,,,,,3-layer-lucky-bamboo-plant,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/3-layer-lucky-bamboo-plant-1712818706938_SKU-0043_0.webp,https://storage.googleapis.com/shy-pub/327349/3-layer-lucky-bamboo-plant-1712818708056_SKU-0043_0.webp,https://storage.googleapis.com/shy-pub/327349/3-layer-lucky-bamboo-plant-1712818709288_SKU-0043_0.webp,,,
SKU-0044,SSK-0023,Farerro Rocher Bomb Cake,,1349.0,true,2199.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,farerro-rocher-bomb-cake,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818710420_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818711206_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818712044_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818712985_SKU-0044_0.jpg,,
SKU-0045,SSK-0023,Farerro Rocher Bomb Cake,,2499.0,true,2499.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,farerro-rocher-bomb-cake,0.0,,,true,,,,,,,,,,,,,1  KG,,,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818710420_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818711206_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818712044_SKU-0044_0.jpg,https://storage.googleapis.com/shy-pub/327349/farerro-rocher-bomb-cake-1712818712985_SKU-0044_0.jpg,,
SKU-0046,SSK-0024,Vanilla Flavour Peista Cake,,849.0,true,1049.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,vanilla-flavour-peista-cake,0.0,,,true,,,,,,,,,,,,,500 GM,,,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818714295_SKU-0046_0.jpg,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818715487_SKU-0046_0.jpg,,,,
SKU-0047,SSK-0024,Vanilla Flavour Peista Cake,,1549.0,true,1849.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,vanilla-flavour-peista-cake,0.0,,,true,,,,,,,,,,,,,1  KG,,,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818714295_SKU-0046_0.jpg,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818715487_SKU-0046_0.jpg,,,,
SKU-0048,SSK-0024,Vanilla Flavour Peista Cake,,1999.0,true,2149.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,vanilla-flavour-peista-cake,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818714295_SKU-0046_0.jpg,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818715487_SKU-0046_0.jpg,,,,
SKU-0049,SSK-0024,Vanilla Flavour Peista Cake,,2049.0,true,2349.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,vanilla-flavour-peista-cake,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818714295_SKU-0046_0.jpg,https://storage.googleapis.com/shy-pub/327349/vanilla-flavour-peista-cake-1712818715487_SKU-0046_0.jpg,,,,
SKU-0050,SSK-0025,Pot  of Love,,1199.0,true,1450.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,red-roses-bouquet-2,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/pot-of-love-1712818716945_SKU-0050_0.jpg,,,,,
SKU-0051,SSK-0026,Exotic Blooming Love Orchid,,1299.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,exotic-blooming-love-orchid,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/exotic-blooming-love-orchid-1712818717877_SKU-0051_0.jpg,https://storage.googleapis.com/shy-pub/327349/exotic-blooming-love-orchid-1712818718770_SKU-0051_0.jpg,,,,
SKU-0052,SSK-0027,Printing Pot  Lucky Bamboo,,799.0,true,899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,lucky-bamboo-5,0.0,,,true,,,,,,,,,,,,,,,,https://storage.googleapis.com/shy-pub/327349/printing-pot-lucky-bamboo-1712818720322_SKU-0052_0.jpg,,,,,
SKU-0053,SSK-0028,Avengers fondant cake,,2499.0,true,2999.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,avengers-fondant-cake,0.0,,,true,,,,,,,,,,,,,2 KG,,,https://storage.googleapis.com/shy-pub/327349/avengers-fondant-cake-1712818721297_SKU-0053_0.webp,https://storage.googleapis.com/shy-pub/327349/avengers-fondant-cake-1712818722025_SKU-0053_0.webp,,,,
SKU-0054,SSK-0028,Avengers fondant cake,,4299.0,true,5299.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,avengers-fondant-cake,0.0,,,true,,,,,,,,,,,,,4 KG,,,https://storage.googleapis.com/shy-pub/327349/avengers-fondant-cake-1712818721297_SKU-0053_0.webp,https://storage.googleapis.com/shy-pub/327349/avengers-fondant-cake-1712818722025_SKU-0053_0.webp,,,,
SKU-0055,SSK-0029,Bonding memories alphabet cake,,1899.0,true,2199.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,bonding-memories-alphabet-cake,0.0,,,true,,,,,,,,,,,,,1.5 KG,,,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818723121_SKU-0055_0.webp,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818724241_SKU-0055_0.webp,,,,
SKU-0056,SSK-0029,Bonding memories alphabet cake,,2499.0,true,2999.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,bonding-memories-alphabet-cake,0.0,,,true,,,,,,,,,,,,,2.5 KG,,,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818723121_SKU-0055_0.webp,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818724241_SKU-0055_0.webp,,,,
SKU-0057,SSK-0029,Bonding memories alphabet cake,,2899.0,true,3199.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,bonding-memories-alphabet-cake,0.0,,,true,,,,,,,,,,,,,3 KG,,,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818723121_SKU-0055_0.webp,https://storage.googleapis.com/shy-pub/327349/bonding-memories-alphabet-cake-1712818724241_SKU-0055_0.webp,,,,
SKU-0058,SSK-0030,Amezing Alphabet Cake,,2499.0,true,2899.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,amezing-alphabet-cake,0.0,,,true,,,,,,,,,,,,,2KG,,,https://storage.googleapis.com/shy-pub/327349/amezing-alphabet-cake-1712818725165_SKU-0058_0.webp,https://storage.googleapis.com/shy-pub/327349/amezing-alphabet-cake-1712818725770_SKU-0058_0.webp,,,,
SKU-0059,SSK-0030,Amezing Alphabet Cake,,4299.0,true,5299.0,0.0,true,,0.0,,BEST CAKE HOUSE,,,,,,,,amezing-alphabet-cake,0.0,,,true,,,,,,,,,,,,,4 KG,,,https://storage.googleapis.com/shy-pub/327349/amezing-alphabet-cake-1712818725165_SKU-0058_0.webp,https://storage.googleapis.com/shy-pub/327349/amezing-alphabet-cake-1712818725770_SKU-0058_0.webp,,,,
SKU-0060,SSK-0031,Rainbow unicorn cake,,1699.0,true,1899.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,rainbow-unicorn-cake,0.0,,,true,,,,,,,,,,,,,1.5 Kg,,,https://storage.googleapis.com/shy-pub/327349/rainbow-unicorn-cake-1712818726878_SKU-0060_0.webp,,,,,
SKU-0061,SSK-0031,Rainbow unicorn cake,,2499.0,true,2899.0,0.0,true,,0.0,,BEST CAKE HOUSE,Cakes,,,,,,,rainbow-unicorn-cake,0.0,,,true,,,,,,,,,,,,,2Kg,,,https://storage.googleapis.com/shy-pub/327349/rainbow-unicorn-cake-1712818726878_SKU-0060_0.webp,,,,,
